,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Solvent,CHEM21,CHEM21 Numerical,Molecular Weight,Boiling Point,Melting Point,Density,Viscosity,Vapour Pressure,Refractive Index,LogP,Dipole Moment,Dielectric Constant,Alpha,Beta,Pi,Dispersion,Polarity,H Bonding,Molar Volume,Functional Group,Grignard,Amide Coupling 1,Amide Coupling 2,Heck,Baylis-Hillman,Suzuki-Miyaura Pd,Suzuki-Miyaura Ni,Buchwald-Hartwig,Alkene Metathesis,SNAr,cost,Alternative Name,Unnamed
0,,,,,,1-Ethyl-3-Methylimidazolium Bis(Trifluoromethylsulfonyl)Imide,,,,,,,,,,,,,0.76,0.28,0.9,,,,,,,,,,,,,,,,,,
0,,,,,,1-Ethyl-3-Methylimidazolium Nitrate,,,,,,,,,,,,,0.48,0.66,1.13,,,,,,,,,,,,,,,,,,
0,,,,,,1-Ethyl-3-Methylimidazolium Tetrafluoroborate,,,,,,,,,,,,,0.7,0.26,1.03,,,,,,,,,,,,,,,,,,
0,,,,,,1-Hexyl-3-Methyl-1H-Imidazol-3-Ium Bis[(Trifluoromethyl)Sulfonyl]Azanide,,,,,,,,,,,,,0.65,0.25,0.98,,,,,,,,,,,,,,,,,,
0,,,,,,1-Iodobutane,,,,,,,,,,,,,0.0,0.23,0.47,,,,,,,,,,,,,,,,,,
0,,,,,,"2,2,2-Trifluoroethanol",,,,,,,,,,,,,1.51,0.0,0.73,,,,,,,,,,,,,,,,,,
0,,,,,,"2,6-Dimethylpyridine",,,,,,,,,,,,,0.0,0.76,0.8,,,,,,,,,,,,,,,,,,
0,,,,,,2-Bromopyridine,,,,,,,,,,,,,0.0,0.53,1.0,,,,,,,,,,,,,,,,,,
0,,,,,,2-Chloroaniline,,,,,,,,,,,,,0.25,0.4,0.83,,,,,,,,,,,,,,,,,,
0,,,,,,2-Chloroethanol,,,,,,,,,,,,,1.28,0.53,0.46,,,,,,,,,,,,,,,,,,
0,,,,,,2-Cyanopyridine,,,,,,,,,,,,,0.0,0.29,1.2,,,,,,,,,,,,,,,,,,
0,,,,,,2-Fluoropyridine,,,,,,,,,,,,,0.0,0.51,0.84,,,,,,,,,,,,,,,,,,
0,,,,,,2-Heptanone,,,,,,,,,,,,,0.05,0.48,0.61,,,,,,,,,,,,,,,,,,
0,,,,,,2-Methyl-1-Propanol,,,,,,,,,,,,,0.79,0.84,0.4,,,,,,,,,,,,,,,,,,
0,,,,,,2-Methyl-2-Butanol,,,,,,,,,,,,,0.28,0.93,0.4,,,,,,,,,,,,,,,,,,
0,,,,,,2-Methyl-2-Propanol,,,,,,,,,,,,,0.42,0.93,0.41,,,,,,,,,,,,,,,,,,
0,,,,,,2-Methylbutane,,,,,,,,,,,,,0.0,0.01,-0.08,,,,,,,,,,,,,,,,,,
0,,,,,,2-Phenylacetonitrile,,,,,,,,,,,,,0.0,0.41,1.0,,,,,,,,,,,,,,,,,,
0,,,,,,2-Phenylethanol,,,,,,,,,,,,,0.64,0.61,0.88,,,,,,,,,,,,,,,,,,
0,,,,,,2-Propanone,,,,,,,,,,,,,0.08,0.43,0.71,,,,,,,,,,,,,,,,,,
0,,,,,,2-Propen-1-Ol,,,,,,,,,,,,,0.84,0.9,0.52,,,,,,,,,,,,,,,,,,
0,,,,,,2-Pyrrolidone,,,,,,,,,,,,,0.36,0.77,0.85,,,,,,,,,,,,,,,,,,
0,,,,,,"3,4-Dimethylpyridine",,,,,,,,,,,,,0.0,0.78,0.73,,,,,,,,,,,,,,,,,,
0,,,,,,3-Bromopyridine,,,,,,,,,,,,,0.0,0.6,0.89,,,,,,,,,,,,,,,,,,
0,,,,,,3-Chlorophenol,,,,,,,,,,,,,1.57,0.23,0.77,,,,,,,,,,,,,,,,,,
0,,,,,,3-Methyl-1-Butanol,,,,,,,,,,,,,0.84,0.86,0.4,,,,,,,,,,,,,,,,,,
0,,,,,,3-Methyl-1-Octyl-1H-Imidazol-3-Ium Bis[(Trifluoromethyl)Sulfonyl]Azanide,,,,,,,,,,,,,0.97,0.28,0.97,,,,,,,,,,,,,,,,,,
0,,,,,,3-Methylphenol,,,,,,,,,,,,,1.13,0.34,0.68,,,,,,,,,,,,,,,,,,
0,,,,,,3-Phenylpropanol,,,,,,,,,,,,,0.53,0.55,0.95,,,,,,,,,,,,,,,,,,
0,,,,,,"4-Methyl-2-Oxo-1,3-Dioxolane",,,,,,,,,,,,,0.0,0.4,0.83,,,,,,,,,,,,,,,,,,
0,,,,,,4-Methyl-2-Pentanone,,,,,,,,,,,,,0.02,0.48,0.65,,,,,,,,,,,,,,,,,,
0,,,,,,4-Methylphenol,,,,,,,,,,,,,1.64,0.34,0.68,,,,,,,,,,,,,,,,,,
0,,,,,,4-Methylpyridine,,,,,,,,,,,,,0.0,0.67,0.84,,,,,,,,,,,,,,,,,,
0,,,,,,Acetic Acid,,,,,,,,,,,,,1.12,0.45,0.64,,,,,,,,,,,,,,,,,,
0,,,,,,Acetic Anhydride,,,,,,,,,,,,,0.0,0.29,0.76,,,,,,,,,,,,,,,,,,
0,,,,,,Aniline,,,,,,,,,,,,,0.26,0.5,0.73,,,,,,,,,,,,,,,,,,
0,,,,,,Benzyl Alcohol,,,,,,,,,,,,,0.6,0.52,0.98,,,,,,,,,,,,,,,,,,
0,,,,,,Bis(2-Chloroethyl) Ether,,,,,,,,,,,,,0.0,0.4,0.82,,,,,,,,,,,,,,,,,,
0,,,,,,Bis(2-Methoxyethyl) Ether,,,,,,,,,,,,,0.0,0.4,0.64,,,,,,,,,,,,,,,,,,
0,,,,,,Butanenitrile,,,,,,,,,,,,,0.0,0.4,0.71,,,,,,,,,,,,,,,,,,
0,,,,,,Butanoic Acid,,,,,,,,,,,,,1.1,0.45,0.56,,,,,,,,,,,,,,,,,,
0,,,,,,Butanol,,,,,,,,,,,,,0.84,0.84,0.47,,,,,,,,,,,,,,,,,,
0,,,,,,Butyl Acetate,,,,,,,,,,,,,0.0,0.45,0.46,,,,,,,,,,,,,,,,,,
0,,,,,,Carbon Disulfide,,,,,,,,,,,,,0.0,0.07,0.61,,,,,,,,,,,,,,,,,,
0,,,,,,Chloroacetonitrile,,,,,,,,,,,,,0.0,0.34,1.01,,,,,,,,,,,,,,,,,,
0,,,,,,Cis-Decalin,,,,,,,,,,,,,0.0,0.08,0.11,,,,,,,,,,,,,,,,,,
0,,,,,,Cyclopentanone,,,,,,,,,,,,,0.0,0.52,0.76,,,,,,,,,,,,,,,,,,
0,,,,,,Decane,,,,,,,,,,,,,0.0,0.0,0.03,,,,,,,,,,,,,,,,,,
0,,,,,,Decanol,,,,,,,,,,,,,0.7,0.82,0.45,,,,,,,,,,,,,,,,,,
0,,,,,,Di-N-Butyl Sulfide,,,,,,,,,,,,,0.0,0.38,0.36,,,,,,,,,,,,,,,,,,
0,,,,,,Dibenzyl Ether,,,,,,,,,,,,,0.0,0.41,0.8,,,,,,,,,,,,,,,,,,
0,,,,,,Dibromomethane,,,,,,,,,,,,,0.0,0.0,0.92,,,,,,,,,,,,,,,,,,
0,,,,,,Dibutyl Ether,,,,,,,,,,,,,0.0,0.46,0.27,,,,,,,,,,,,,,,,,,
0,,,,,,Diethyl Carbonate,,,,,,,,,,,,,0.0,0.4,0.45,,,,,,,,,,,,,,,,,,
0,,,,,,Diethyl Sulfide,,,,,,,,,,,,,0.0,0.37,0.46,,,,,,,,,,,,,,,,,,
0,,,,,,Diiodomethane,,,,,,,,,,,,,0.0,0.0,0.65,,,,,,,,,,,,,,,,,,
0,,,,,,Diisopropyl Ether,,,,,,,,,,,,,0.0,0.49,0.27,,,,,,,,,,,,,,,,,,
0,,,,,,Diisopropyl Sulfide,,,,,,,,,,,,,0.0,0.38,0.36,,,,,,,,,,,,,,,,,,
0,,,,,,Dimethyl Phthalate,,,,,,,,,,,,,0.0,0.78,0.82,,,,,,,,,,,,,,,,,,
0,,,,,,Dimethyl Sulfide,,,,,,,,,,,,,0.0,0.34,0.57,,,,,,,,,,,,,,,,,,
0,,,,,,Dimethyl Sulfoxide,,,,,,,,,,,,,0.0,0.76,1.0,,,,,,,,,,,,,,,,,,
0,,,,,,Dimethylcyanamide,,,,,,,,,,,,,0.0,0.64,0.72,,,,,,,,,,,,,,,,,,
0,,,,,,Diphenyl Ether,,,,,,,,,,,,,0.0,0.13,0.66,,,,,,,,,,,,,,,,,,
0,,,,,,Dipropyl Ether,,,,,,,,,,,,,0.0,0.46,0.27,,,,,,,,,,,,,,,,,,
0,,,,,,Dodecane,,,,,,,,,,,,,0.0,0.0,0.05,,,,,,,,,,,,,,,,,,
0,,,,,,Ethanediol,,,,,,,,,,,,,0.9,0.52,0.92,,,,,,,,,,,,,,,,,,
0,,,,,,Ethoxybenzene,,,,,,,,,,,,,0.0,0.3,0.69,,,,,,,,,,,,,,,,,,
0,,,,,,Ethyl Acetate,,,,,,,,,,,,,0.0,0.45,0.55,,,,,,,,,,,,,,,,,,
0,,,,,,Ethyl Benzoate,,,,,,,,,,,,,0.0,0.41,0.74,,,,,,,,,,,,,,,,,,
0,,,,,,Ethyl Chloroacetate,,,,,,,,,,,,,0.0,0.35,0.7,,,,,,,,,,,,,,,,,,
0,,,,,,Ethyl Formate,,,,,,,,,,,,,0.0,0.36,0.61,,,,,,,,,,,,,,,,,,
0,,,,,,Ethyl Trichloroacetate,,,,,,,,,,,,,0.0,0.25,0.61,,,,,,,,,,,,,,,,,,
0,,,,,,Fluorobenzene,,,,,,,,,,,,,0.0,0.07,0.62,,,,,,,,,,,,,,,,,,
0,,,,,,Formic Acid,,,,,,,,,,,,,1.23,0.38,0.65,,,,,,,,,,,,,,,,,,
0,,,,,,Heptanoic Acid,,,,,,,,,,,,,1.2,0.45,0.5,,,,,,,,,,,,,,,,,,
0,,,,,,Hexafluorobenzene,,,,,,,,,,,,,0.0,0.02,0.33,,,,,,,,,,,,,,,,,,
0,,,,,,Hexanoic Acid,,,,,,,,,,,,,1.22,0.45,0.52,,,,,,,,,,,,,,,,,,
0,,,,,,Hexanol,,,,,,,,,,,,,0.8,0.84,0.4,,,,,,,,,,,,,,,,,,
0,,,,,,Iodobenzene,,,,,,,,,,,,,0.0,0.06,0.81,,,,,,,,,,,,,,,,,,
0,,,,,,Methoxybenzene,,,,,,,,,,,,,0.0,0.32,0.73,,,,,,,,,,,,,,,,,,
0,,,,,,Methyl Acetate,,,,,,,,,,,,,0.0,0.42,0.6,,,,,,,,,,,,,,,,,,
0,,,,,,Methyl Formate,,,,,,,,,,,,,0.0,0.37,0.62,,,,,,,,,,,,,,,,,,
0,,,,,,"N,N,N',N'-Tetramethylurea",,,,,,,,,,,,,0.0,0.8,0.83,,,,,,,,,,,,,,,,,,
0,,,,,,"N,N-Diethylacetamide",,,,,,,,,,,,,0.0,0.78,0.84,,,,,,,,,,,,,,,,,,
0,,,,,,"N,N-Dimethylacetamide",,,,,,,,,,,,,0.0,0.76,0.88,,,,,,,,,,,,,,,,,,
0,,,,,,"N,N-Dimethylaniline",,,,,,,,,,,,,0.0,0.43,0.73,,,,,,,,,,,,,,,,,,
0,,,,,,"N,N-Dimethylbenzylamine",,,,,,,,,,,,,0.0,0.64,0.45,,,,,,,,,,,,,,,,,,
0,,,,,,"N,N-Dimethylcyclohexylamine",,,,,,,,,,,,,0.0,0.84,0.23,,,,,,,,,,,,,,,,,,
0,,,,,,"N,N-Dimethylformamide",,,,,,,,,,,,,0.0,0.69,0.88,,,,,,,,,,,,,,,,,,
0,,,,,,N-Methylacetamide,,,,,,,,,,,,,0.47,0.8,1.01,,,,,,,,,,,,,,,,,,
0,,,,,,N-Methylaniline,,,,,,,,,,,,,0.17,0.47,0.82,,,,,,,,,,,,,,,,,,
0,,,,,,N-Methylformamide,,,,,,,,,,,,,0.62,0.8,0.9,,,,,,,,,,,,,,,,,,
0,,,,,,N-Methylpyrrolidone,,,,,,,,,,,,,0.0,0.77,0.92,,,,,,,,,,,,,,,,,,
0,,,,,,Octadecafluoronaphthalene,,,,,,,,,,,,,0.0,-0.05,-0.32,,,,,,,,,,,,,,,,,,
0,,,,,,Octane,,,,,,,,,,,,,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,
0,,,,,,Octanol,,,,,,,,,,,,,0.77,0.81,0.4,,,,,,,,,,,,,,,,,,
0,,,,,,Oxane,,,,,,,,,,,,,0.0,0.54,0.51,,,,,,,,,,,,,,,,,,
0,,,,,,Oxolan-2-One,,,,,,,,,,,,,0.0,0.49,0.87,,,,,,,,,,,,,,,,,,
0,,,,,,Pentafluoropyridine,,,,,,,,,,,,,0.0,0.16,0.53,,,,,,,,,,,,,,,,,,
0,,,,,,Pentanoic Acid,,,,,,,,,,,,,1.19,0.45,0.54,,,,,,,,,,,,,,,,,,
0,,,,,,Pentanol,,,,,,,,,,,,,0.84,0.86,0.4,,,,,,,,,,,,,,,,,,
0,,,,,,Perfluoro(Methylcyclohexane),,,,,,,,,,,,,0.0,-0.06,-0.4,,,,,,,,,,,,,,,,,,
0,,,,,,Piperidine,,,,,,,,,,,,,0.0,1.04,0.3,,,,,,,,,,,,,,,,,,
0,,,,,,Propanenitrile,,,,,,,,,,,,,0.0,0.39,0.71,,,,,,,,,,,,,,,,,,
0,,,,,,Propanoic Acid,,,,,,,,,,,,,1.12,0.45,0.58,,,,,,,,,,,,,,,,,,
0,,,,,,Propanol,,,,,,,,,,,,,0.84,0.9,0.52,,,,,,,,,,,,,,,,,,
0,,,,,,Pyrrolidine,,,,,,,,,,,,,0.16,0.7,0.39,,,,,,,,,,,,,,,,,,
0,,,,,,Tetrachloroethene,,,,,,,,,,,,,0.0,0.05,0.28,,,,,,,,,,,,,,,,,,
0,,,,,,Tetrachloromethane,,,,,,,,,,,,,0.0,0.1,0.28,,,,,,,,,,,,,,,,,,
0,,,,,,Tetradecafluorohexane,,,,,,,,,,,,,0.0,-0.08,-0.41,,,,,,,,,,,,,,,,,,
0,,,,,,Tetramethylsilane,,,,,,,,,,,,,0.0,0.02,-0.09,,,,,,,,,,,,,,,,,,
0,,,,,,Thiane,,,,,,,,,,,,,0.0,0.36,0.61,,,,,,,,,,,,,,,,,,
0,,,,,,Thiolane,,,,,,,,,,,,,0.0,0.44,0.62,,,,,,,,,,,,,,,,,,
0,,,,,,Thiolane-1-Oxide,,,,,,,,,,,,,0.0,0.81,1.06,,,,,,,,,,,,,,,,,,
0,,,,,,"Trans-1,2-Dichloroethene",,,,,,,,,,,,,0.0,0.0,0.44,,,,,,,,,,,,,,,,,,
0,,,,,,Tribromomethane,,,,,,,,,,,,,0.05,0.05,0.62,,,,,,,,,,,,,,,,,,
0,,,,,,Tributyl Phosphate,,,,,,,,,,,,,0.0,0.8,0.65,,,,,,,,,,,,,,,,,,
0,,,,,,Tributylamine,,,,,,,,,,,,,0.0,0.62,0.16,,,,,,,,,,,,,,,,,,
0,,,,,,Trichloroethene,,,,,,,,,,,,,0.0,0.05,0.53,,,,,,,,,,,,,,,,,,
0,,,,,,Trichloromethane,,,,,,,,,,,,,0.2,0.1,0.58,,,,,,,,,,,,,,,,,,
0,,,,,,Triethyl Phosphate,,,,,,,,,,,,,0.0,0.77,0.72,,,,,,,,,,,,,,,,,,
0,,,,,,Trimethyl Phosphate,,,,,,,,,,,,,0.0,0.77,0.72,,,,,,,,,,,,,,,,,,
