,Molecular Weight,Boiling Point,Melting Point,Density,Viscosity,Vapor Pressure,Refractive Index,LogP,Dipole Moment,Dielectric Constant,Alpha,Beta,Pi,Dispersion,Polarity,H Bonding,Molar Volume
0,0.2174286788803524,0.32960372960372963,0.4565517241379311,0.2077705451586656,0.000814294762005292,0.010881379310344828,0.5251652393076665,0.33709981167608294,0.22759856630824374,0.04950166112956811,0.0,0.1592920353982301,0.7577639751552796,0.7899159663865546,0.2824427480916031,0.09692671394799054,0.1031349055685753
1,0.19368183527641974,0.33333333333333337,0.37931034482758624,0.12998372660699756,0.0005030743727840361,0.006620689655172414,0.3685415220019035,0.17796610169491528,0.3064516129032258,0.029900332225913623,0.0,0.43362831858407075,0.5838509316770187,0.4873949579831932,0.24045801526717558,0.14184397163120568,0.1451025753915238
2,0.15601998603126843,0.4244755244755245,0.2858620689655173,0.1506712774613507,0.0016227693535219173,0.001310344827586207,0.42280688218501705,0.12523540489642188,0.3655913978494624,0.0837763012181617,0.13505402142857142,0.44161027256637164,0.6426813546583852,0.5546218487394957,0.3511450381679389,0.3877068557919622,0.10215885187642498
3,0.11290495889969375,0.41002331002331005,0.636551724137931,0.16692432872253865,0.0011063614992547536,0.0021655172413793103,0.344623614433043,0.18173258003766482,0.3046594982078853,0.024363233665559245,0.5714285714285715,0.4690265486725663,0.6521739130434783,0.4117647058823529,0.3053435114503817,0.3191489361702128,0.0662011551900919
4,0.2258367807446408,0.4603729603729604,0.3262068965517242,0.17453213995117986,0.0008809621694209299,0.0007048275862068966,0.3911735205616851,0.17231638418079098,0.5017921146953405,0.10465116279069768,0.0,0.327433628318584,0.7267080745341616,0.5378151260504201,0.4465648854961832,0.24113475177304966,0.12816891210885303
5,0.10761295868479019,0.2659207459207459,0.2520689655172414,0.11401545972335234,0.00032751686658952293,0.03186206896551724,0.31067561659336995,0.17514124293785313,0.5161290322580645,0.10465116279069768,0.04081632653061225,0.45132743362831856,0.6956521739130435,0.495798319327731,0.39694656488549623,0.16548463356973997,0.09401407265553399
6,0.06186536291839036,0.3254079254079254,0.4275862068965518,0.11513425549227016,0.00035926325107316,0.012248275862068966,0.2606280379600343,0.16572504708097932,0.7060931899641577,0.19767441860465118,0.09693877551020408,0.4247787610619469,0.7204968944099379,0.4789915966386554,0.6870229007633588,0.14420803782505912,0.056916558588795095
7,0.24208886262289797,0.4934731934731934,0.4506896551724139,0.15695687550854356,0.0008121783363730495,0.00048827586206896557,0.7198775814623364,0.396421845574388,0.24372759856630827,0.013842746400885937,0.0,0.35398230088495575,0.7080745341614907,0.689075630252101,0.1564885496183206,0.1583924349881797,0.15214836403295368
8,0.16141943802718528,0.3218648018648019,0.5984758620689655,0.13254678600488204,0.0006280493063679542,0.013075862068965518,0.6766453205771166,0.39830508474576276,0.0,0.0026301218161683265,0.0,0.1592920353982301,0.6211180124223603,0.7394957983193277,0.0,0.047281323877068564,0.11952637379990927
9,0.3440874657497448,0.37636363636363634,0.4791379310344828,0.19621643612693251,0.0005734455250560984,0.005355862068965518,0.45485173469125373,0.4811676082862524,0.5125448028673835,0.04086378737541528,0.13505402142857142,0.44161027256637164,0.6426813546583852,0.6638655462184874,0.3358778625954199,0.0,0.1762000543733056
10,0.24208886262289797,0.6137529137529137,0.526896551724138,0.16637510170870629,0.0057815457208783795,1.296551724137931e-05,0.7756603142761622,0.30131826741996237,0.3064516129032258,0.062015503875969,0.30612244897959184,0.5309734513274336,0.8633540372670808,0.7394957983193277,0.24045801526717558,0.32387706855791965,0.14403406182431996
11,0.3647987965400526,0.313986013986014,0.5027586206896553,0.27868185516680233,0.0009518624281010529,0.015862068965517243,0.5712007818326779,0.46421845574387954,0.0,0.002214839424141751,0.0,0.1592920353982301,0.4285714285714286,0.689075630252101,0.0,0.014184397163120569,0.13178060345206954
12,0.2722828130876269,0.27766899766899766,0.360448275862069,0.2563059397884459,0.0005603236861361951,0.02717241379310345,0.5346809659748479,0.38323917137476465,0.18100358422939067,0.01661129568106312,0.10204081632653061,0.1592920353982301,0.6149068322981367,0.689075630252101,0.1183206106870229,0.13475177304964542,0.10478769623632239
13,0.17767151990544244,0.32331002331002334,0.6016206896551725,0.11271358828315706,0.0009306981717786281,0.013448275862068966,0.4850963145847804,0.5216572504708099,0.1093189964157706,0.0011074197120708746,0.0,0.07079646017699115,0.25465838509316774,0.6050420168067226,0.0,0.0047281323877068565,0.15138186497261216
14,0.2152259173695804,0.49743589743589745,0.47241379310344833,0.14607404393816112,0.002126478653995626,0.0006896551724137932,0.5470256924620021,0.27401129943502833,0.5519713261648745,0.07873754152823921,0.0,0.5398230088495575,0.7267080745341616,0.689075630252101,0.24045801526717558,0.12056737588652483,0.14468196720609283
15,0.22065223231075054,0.38100233100233105,0.09655172413793112,0.12937347436940602,0.0005698476014812863,0.004772413793103449,0.4770722423681302,0.34745762711864414,0.22759856630824374,0.016389811738648945,0.0,0.5398230088495575,0.515527950310559,0.5966386554621849,0.16412213740458015,0.10165484633569741,0.16533966604710795
